text_length,url_count,followers
0.1418919,0.0,0.0075084
0.1283784,0.0,0.0170623
0.1722973,0.0,0.0088165
0.2905405,0.0,0.0106474
0.347973,0.0,0.0015327
0.0641892,0.0,0.0035525
0.4628378,0.2,0.0204308
0.3378378,0.2,0.0452724
0.2263514,0.0,0.0005014
0.0945946,0.0,0.2354661
0.0912162,0.0,0.235455
0.1148649,0.0,0.0008381
0.277027,0.2,0.1717502
0.277027,0.0,0.0141514
0.2939189,0.0,0.0237543
0.4222973,0.0,0.0664742
0.2567568,0.2,0.0009108
0.2702703,0.0,0.1976609
0.4560811,0.0,0.0027114
0.2331081,0.0,0.0098117
0.4527027,0.0,0.0144548
0.4425676,0.0,0.158599
0.1959459,0.0,0.0196465
0.0709459,0.0,0.0036388
0.3648649,0.0,0.004355
0.3648649,0.0,0.0009888
0.2364865,0.0,0.0135263
0.4628378,0.0,0.0199617
0.4493243,0.2,0.0011277
0.4391892,0.0,0.0019314
0.1756757,0.2,0.0888044
0.2432432,0.0,0.0003928
0.2128378,0.0,0.0150443
0.1689189,0.2,0.0046278
0.1182432,0.0,0.0111213
0.2128378,0.0,0.002955
0.375,0.0,0.0013616
0.3108108,0.0,0.0015302
0.4628378,0.0,0.0501107
0.4324324,0.2,0.0112164
0.0641892,0.0,0.2197154
0.4628378,0.0,0.0062819
0.0878378,0.0,0.0322523
0.3378378,0.0,0.0097705
0.3581081,0.0,0.0038069
0.2060811,0.0,0.0163395
0.3918919,0.2,0.2221498
0.2871622,0.2,0.0398083
0.4290541,0.0,0.0013501
0.4628378,0.0,0.0412404
0.1317568,0.0,0.0016128
0.2905405,0.2,0.0243671
0.1385135,0.0,0.0008864
0.25,0.2,0.0125011
0.3952703,0.0,0.0219213
0.222973,0.2,0.2120856
0.277027,0.0,0.0088933
0.4695946,0.0,0.426822
0.4358108,0.2,0.0173506
0.3006757,0.0,0.0015582
0.2263514,0.0,0.0133232
0.4189189,0.0,0.0093652
0.3344595,0.0,0.0097379
0.2195946,0.0,0.0292979
0.4493243,0.2,0.0380371
0.4256757,0.2,0.0004024
0.2635135,0.0,0.1130263
0.4527027,0.0,0.000348
0.1925676,0.0,0.0014131
0.1216216,0.0,0.0113612
0.2331081,0.2,0.00042
0.4054054,0.2,0.0514757
0.4594595,0.0,0.004587
0.2601351,0.2,0.1007087
0.2668919,0.0,0.0015562
0.4628378,0.0,0.0089291
0.1993243,0.2,0.0053528
0.1689189,0.0,0.0002399
0.1655405,0.0,0.0311947
0.375,0.2,0.0006054
0.2297297,0.0,0.0106068
0.1452703,0.0,0.0031259
0.277027,0.0,0.0337868
0.3344595,0.2,0.0046242
0.0777027,0.0,0.000382
0.3716216,0.0,0.0311167
0.2905405,0.0,0.298523
0.347973,0.0,0.0009947
0.2668919,0.0,0.0060702
0.3783784,0.0,0.0074058
0.4189189,0.0,0.0017264
0.4628378,0.0,0.0171502
0.1216216,0.0,0.0179635
0.2939189,0.0,0.0202947
0.3006757,0.0,0.0318934
0.1790541,0.0,0.0011699
0.4459459,0.0,0.0107233
0.3277027,0.0,0.0097127
0.1621622,0.0,0.000978
0.2060811,0.2,0.0058407
0.0608108,0.0,0.0141769
0.2331081,0.2,0.076568
0.1621622,0.0,0.0245821
0.1587838,0.0,0.0025805
0.4189189,0.0,0.0012087
0.3141892,0.2,0.0155889
0.2128378,0.0,0.0166385
0.4628378,0.2,0.1352836
0.4493243,0.0,0.0027748
0.2905405,0.0,0.0025994
0.1148649,0.0,0.0480666
0.0472973,0.0,0.0111117
0.3547297,0.0,0.0015691
0.1081081,0.0,0.0034911
0.3412162,0.0,0.0505383
0.152027,0.0,0.0369581
0.3581081,0.0,0.00157
0.0709459,0.0,0.0015798
0.1114865,0.0,0.0015798
0.3209459,0.0,0.1798208
0.4594595,0.0,0.0068554
0.1790541,0.0,0.0031841
0.1385135,0.0,0.0063175
0.2432432,0.0,0.0008193
0.1047297,0.0,0.0070506
0.1925676,0.0,4.74e-05
0.4628378,0.0,0.0684617
0.4628378,0.2,0.0001855
0.0810811,0.0,0.7031339
0.2094595,0.0,0.0302479
0.3344595,0.0,0.0684614
0.1756757,0.0,0.1215472
0.1824324,0.0,0.0141279
0.2195946,0.0,0.0103927
0.4054054,0.2,0.0045521
0.097973,0.0,0.0245842
0.4256757,0.0,0.0139317
0.25,0.0,0.0015931
0.0202703,0.0,0.0209375
0.3243243,0.0,1.21e-05
0.4324324,0.0,0.009951
0.4560811,0.0,0.0016662
0.0608108,0.0,0.0079533
0.3412162,0.2,0.0412686
0.2364865,0.0,0.0150283
0.3918919,0.0,0.0206665
0.2635135,0.0,0.0194524
0.2398649,0.0,0.0068656
0.3209459,0.0,0.0119646
0.4594595,0.0,0.0058374
0.3952703,0.0,0.0248311
0.1148649,0.0,0.0052147
0.4628378,0.0,0.0067941
0.2331081,0.2,0.1253118
0.2567568,0.0,0.0004334
0.1418919,0.0,0.0088838
0.2297297,0.0,0.0312014
0.1925676,0.0,0.004591
0.1385135,0.0,0.018416
0.2972973,0.0,0.009859
0.097973,0.0,0.0018529
0.2837838,0.2,0.1716355
0.375,0.0,0.0026075
0.4493243,0.2,0.0022084
0.4425676,0.0,0.0029255
0.4459459,0.2,0.015579
0.2804054,0.0,0.0028108
0.0574324,0.0,0.003306
0.1858108,0.0,0.0163743
0.4358108,0.0,0.0047157
0.1418919,0.0,0.0024061
0.4391892,0.2,0.0015928
0.4628378,0.2,0.0047006
0.2331081,0.2,0.1975129
0.2162162,0.0,0.0412794
0.4121622,0.0,0.0079222
0.25,0.0,0.041278
0.4391892,0.0,0.0023836
0.1993243,0.0,0.0197421
0.4628378,0.0,0.0009654
0.3648649,0.0,0.0399239
0.4628378,0.0,0.0016524
0.2331081,0.0,0.2133063
0.3344595,0.0,0.0399238
0.2398649,0.0,0.0304535
0.3108108,0.0,0.0046057
0.1824324,0.0,0.0055763
0.0641892,0.0,0.0109453
0.2466216,0.2,0.0251007
0.4628378,0.2,0.2133019
0.3344595,0.0,0.0707788
0.2972973,0.0,0.0033077
0.3209459,0.0,0.07078
0.0574324,0.0,0.0033103
0.4121622,0.0,0.0016622
0.375,0.0,0.0707812
0.3716216,0.2,0.0775022
0.1351351,0.0,0.0032872
0.4527027,0.2,0.1183292
0.3445946,0.0,0.0029173
0.2162162,0.0,0.0283893
0.3310811,0.0,0.0091596
0.3141892,0.0,0.0027846
0.1182432,0.0,0.0010022
0.4594595,0.2,0.0433017
0.4493243,0.0,0.0081091
0.2804054,0.0,0.0041314
0.2804054,0.2,0.0375903
0.1013514,0.0,0.0179822
0.3885135,0.0,0.0003182
0.4628378,0.0,2.9e-05
0.2871622,0.2,0.0027822
0.4324324,0.0,0.1205906
0.3074324,0.2,0.0036813
0.1824324,0.2,0.0257118
0.2060811,0.0,0.0124411
0.3851351,0.0,0.0251694
0.4222973,0.0,0.0122057
0.4324324,0.0,0.0014928
0.1689189,0.0,0.002486
0.2736486,0.0,0.000432
0.3141892,0.2,0.0047099
0.3209459,0.2,0.0115107
0.2702703,0.0,0.0133502
0.2466216,0.2,0.0024837
0.4493243,0.2,0.0030688
0.2162162,0.0,0.0012685
0.3277027,0.2,0.0833543
0.3209459,0.0,0.0007357
0.4560811,0.2,0.0022741
0.3074324,0.0,0.0082182
0.1351351,0.0,0.0129567
0.3277027,0.0,0.0003798
0.1621622,0.0,0.0285651
0.4459459,0.0,0.0072385
0.2905405,0.2,0.000557
0.3581081,0.0,0.0137742
0.2668919,0.0,5e-05
0.2398649,0.2,9.3e-05
0.3344595,0.0,0.0064556
0.375,0.0,0.0120263
0.2364865,0.0,0.0032779
0.1824324,0.0,0.0009816
0.1114865,0.0,0.0102847
0.4290541,0.0,0.1379432
0.1858108,0.0,0.0301613
0.4256757,0.2,0.0833172
0.1925676,0.0,0.0030681
0.2939189,0.0,0.011923
0.3074324,0.0,0.0002986
0.222973,0.0,0.0572907
0.1047297,0.0,5.17e-05
0.2027027,0.0,0.0329506
0.1655405,0.0,0.0168489
0.1283784,0.0,0.0120305
0.1858108,0.0,0.0069205
0.4493243,0.0,0.0572898
0.3581081,0.2,0.0011682
0.3581081,0.0,0.0055065
0.2331081,0.2,0.0973028
0.4324324,0.0,0.006713
0.3141892,0.0,0.0067289
0.152027,0.0,0.0003414
0.0675676,0.0,0.0100388
0.1385135,0.0,0.0037972
0.2668919,0.0,0.0047988
0.3277027,0.0,0.0074168
0.2297297,0.0,0.001622
0.2736486,0.0,0.0010546
0.2736486,0.0,0.0052569
0.3986486,0.0,0.0340724
0.1317568,0.0,0.0044267
0.1486486,0.0,0.0237752
0.2601351,0.0,0.0119605
0.2601351,0.2,0.0084455
0.4425676,0.0,0.0066486
0.4391892,0.2,0.0001248
0.1013514,0.0,0.0001183
0.4459459,0.0,0.0065121
0.3175676,0.0,0.0133434
0.125,0.0,0.0021778
0.2128378,0.2,0.0230943
0.3006757,0.0,0.0141167
0.277027,0.0,0.0230259
0.3682432,0.0,0.0027386
0.3952703,0.0,0.0102738
0.1554054,0.0,0.0059844
0.097973,0.0,0.0292041
0.2668919,0.2,2.78e-05
0.1959459,0.0,0.0133441
0.1418919,0.0,0.0044022
0.1824324,0.0,0.0276949
0.347973,0.2,0.1973974
0.2263514,0.0,0.0133444
0.1689189,0.2,0.0086699
0.4087838,0.0,0.0008265
0.3108108,0.0,0.0320337
0.1756757,0.0,0.0401019
0.3817568,0.2,0.0192155
0.4628378,0.2,0.011785
0.4155405,0.0,0.0125804
0.1081081,0.0,7.81e-05
0.2027027,0.0,0.0016194
0.1824324,0.0,0.1795583
0.1790541,0.0,0.0319186
0.0844595,0.0,0.030826
0.4121622,0.0,0.0027289
0.4628378,0.0,0.0087089
0.1993243,0.0,0.0014077
0.3817568,0.0,2.7e-05
0.2364865,0.0,0.0015378
0.1385135,0.0,0.0219251
0.0608108,0.0,0.0023008
0.3040541,0.0,7.4e-05
0.1283784,0.0,0.0029141
0.3547297,0.2,0.3163268
0.1351351,0.0,0.0132233
0.3445946,0.0,0.0093498
0.3141892,0.0,0.0598425
0.2195946,0.0,0.0037128
0.4324324,0.2,0.0711305
0.1182432,0.0,0.1353783
0.2263514,0.2,0.0201725
0.2702703,0.0,0.0002094
0.1587838,0.0,0.0095
0.222973,0.2,0.0774847
0.2432432,0.0,0.0084731
0.1452703,0.0,0.0118205
0.2263514,0.0,0.0036826
0.1216216,0.0,0.0144376
0.2432432,0.0,0.0043197
0.1013514,0.0,0.0010338
0.2297297,0.2,0.001637
0.3918919,0.2,0.0045898
0.4459459,0.2,0.0076019
0.2972973,0.0,0.012457
0.3378378,0.0,0.0183273
0.3243243,0.0,0.0050496
0.2060811,0.0,0.0398796
0.1452703,0.2,0.0084304
0.4358108,0.0,0.0006181
0.3783784,0.0,0.0955018
0.3243243,0.2,0.1973579
0.1722973,0.0,0.0020294
0.3412162,0.0,0.0015103
0.4594595,0.2,0.0003531
0.1959459,0.0,0.0033608
0.2162162,0.2,0.0126174
0.1385135,0.0,0.125098
0.1824324,0.0,0.0283238
0.222973,0.0,0.0282756
0.2060811,0.2,0.0031925
0.2094595,0.0,0.0062071
0.2466216,0.2,3.63e-05
0.3885135,0.2,0.0015552
0.2263514,0.0,0.0003699
0.4189189,0.0,0.0144403
0.2837838,0.0,0.0117581
0.2432432,0.0,0.0634526
0.2939189,0.2,0.0054196
0.125,0.0,2e-07
0.1925676,0.0,0.0402489
0.4358108,0.0,0.0002712
0.1013514,0.0,0.0028149
0.1216216,0.0,0.0096152
0.4222973,0.0,0.0010322
0.1385135,0.0,0.0399611
0.3074324,0.0,0.00991
0.4121622,0.2,0.0124836
0.4560811,0.0,0.0008811
0.4256757,0.0,0.0011898
0.4324324,0.0,0.0092397
0.3648649,0.2,0.0012778
0.3885135,0.0,0.0028272
0.4087838,0.2,0.000843
0.25,0.0,0.0368142
0.3817568,0.0,0.0085357
0.2837838,0.0,0.0296589
0.2972973,0.0,0.0336203
0.4155405,0.0,0.0125506
0.3344595,0.2,0.1973072
0.25,0.0,0.0068553
0.4459459,0.2,0.0230958
0.3445946,0.0,0.0013678
0.3074324,0.0,0.1257003
0.3986486,0.0,9.8e-06
0.402027,0.0,0.0037265
0.3885135,0.2,0.0062851
0.0405405,0.0,0.0002417
0.3986486,0.0,0.0072267
0.2635135,0.0,0.0687721
0.1858108,0.2,0.0008167
0.4087838,0.2,0.0057655
0.1891892,0.0,0.0046339
0.25,0.0,0.0268383
0.4594595,0.0,0.0102556
0.3716216,0.0,0.0037201
0.3986486,0.0,0.0007516
0.1722973,0.0,0.0347326
0.3006757,0.0,0.0086396
0.2905405,0.0,0.0433532
0.3445946,0.0,0.0990441
0.2060811,0.0,0.0005146
0.2567568,0.0,0.0030874
0.3547297,0.2,0.0412009
0.1047297,0.0,0.0043327
0.4189189,0.0,0.028201
0.0101351,0.0,0.0300405
0.2432432,0.0,3.12e-05
0.0439189,0.0,0.0005375
0.4493243,0.0,0.0002356
0.3817568,0.0,0.0073148
0.2736486,0.0,0.0103549
0.125,0.0,0.0001494
0.3648649,0.0,0.0007746
0.3277027,0.0,0.0138806
0.1351351,0.0,0.0168907
0.4459459,0.2,0.002468
0.1418919,0.0,0.0094428
0.3581081,0.0,0.0079775
0.2533784,0.2,0.1023168
0.2398649,0.0,0.0074256
0.1114865,0.0,0.0019235
0.4628378,0.0,0.0058133
0.3851351,0.2,0.2129697
0.4628378,0.0,0.0566132
0.1655405,0.2,0.0226154
0.0709459,0.0,5.48e-05
0.222973,0.0,0.0071799
0.3986486,0.2,0.0045758
0.3513514,0.0,0.023615
0.125,0.0,0.0118492
0.1858108,0.0,0.0284019
0.1891892,0.2,0.0231111
0.2128378,0.0,0.0006605
0.2027027,0.0,0.016378
0.2398649,0.0,0.0400669
0.0540541,0.0,0.0112489
0.2297297,0.0,0.0115666
0.2702703,0.0,0.0035289
0.1756757,0.0,0.0168854
0.097973,0.0,0.001988
0.4121622,0.0,9.59e-05
0.2094595,0.0,0.0015958
0.25,0.0,0.0770939
0.4121622,0.0,0.0259085
0.2060811,0.2,0.0732494
0.0574324,0.0,0.0006952
0.1317568,0.2,0.0104611
0.4290541,0.0,0.007336
0.3108108,0.2,0.0003034
0.0945946,0.0,0.0012204
0.2601351,0.0,0.0019966
0.4628378,0.0,0.0361971
0.2297297,0.0,0.0072206
0.4560811,0.0,0.0059467
0.2027027,0.0,0.0239812
0.1554054,0.0,0.0348457
0.4391892,0.0,0.0677682
0.3918919,0.2,0.1620836
0.3952703,0.0,0.0016328
0.1452703,0.0,0.0055693
0.2128378,0.0,0.2475895
0.4054054,0.2,0.0080147
0.2364865,0.2,0.000976
0.4628378,0.2,0.0455475
0.3445946,0.0,0.0093868
0.1385135,0.0,0.0504656
0.3378378,0.0,0.0066753
0.347973,0.0,0.0021961
0.2702703,0.2,0.0770628
0.2837838,0.0,0.008643
0.1959459,0.2,0.0069744
0.2871622,0.2,0.1713862
0.3716216,0.0,0.0048957
0.4560811,0.2,0.0293263
0.3547297,0.0,0.2129005
0.2331081,0.0,0.0009198
0.4358108,0.2,0.0073611
0.3378378,0.2,0.0563589
0.1587838,0.0,0.0024545
0.125,0.0,0.009816
0.2702703,0.0,8.4e-05
0.2736486,0.0,0.0122033
0.222973,0.0,0.0004627
0.4087838,0.0,0.0162138
0.2939189,0.0,0.094563
0.3344595,0.0,0.0014121
0.2398649,0.0,0.0077102
0.1114865,0.0,0.0093635
0.3817568,0.0,0.0066514
0.2804054,0.0,0.0049638
0.1216216,0.0,0.0069247
0.1587838,0.0,0.0010325
0.2364865,0.0,0.0036605
0.4493243,0.2,0.0099054
0.25,0.0,0.0795606
0.4121622,0.0,0.0014867
0.4087838,0.0,0.0664474
0.2972973,0.2,0.0872237
0.3885135,0.0,0.0290343
0.2094595,0.2,0.0066328
0.3918919,0.2,0.037686
0.3918919,0.2,0.0442316
0.2263514,0.2,0.0120042
0.3581081,0.0,0.0116167
0.3716216,0.0,0.0068504
0.1959459,0.2,0.0569239
0.2364865,0.0,0.0207165
0.2736486,0.0,0.0267407
0.2094595,0.0,0.0056621
0.1621622,0.0,0.0030555
0.4527027,0.0,0.0023496
0.1824324,0.0,0.0015367
0.1283784,0.0,0.0109521
0.3716216,0.0,2.39e-05
0.4493243,0.0,0.0257112
0.2027027,0.0,0.0254594
0.347973,0.0,0.0199765
0.277027,0.0,0.0143537
0.2635135,0.0,0.0038243
0.1655405,0.0,0.0030529
0.4527027,0.2,0.0001061
0.3851351,0.0,0.0267394
0.25,0.0,0.0036455
0.1317568,0.0,0.0030391
0.4459459,0.0,0.0223891
0.1047297,0.0,0.0026946
0.4391892,0.0,0.0010261
0.4121622,0.2,0.0335278
0.4594595,0.2,0.0223786
0.2567568,0.0,3.34e-05
0.2668919,0.0,0.0001501
0.1891892,0.2,0.0001215
0.2939189,0.0,0.0049663
0.2094595,0.0,0.0168121
0.3108108,0.0,0.0014851
0.3344595,0.0,0.0477737
0.2162162,0.2,0.0005572
0.2263514,0.0,0.0173575
0.2331081,0.0,0.0168102
0.2804054,0.0,0.0032247
0.1824324,0.0,0.0005232
0.3614865,0.0,0.026737
0.4459459,0.0,0.0164717
0.1452703,0.0,0.0074074
0.3445946,0.0,0.0004898
0.3614865,0.0,0.0762102
0.3851351,0.0,0.0419893
0.0506757,0.0,0.0003126
0.4391892,0.2,0.076885
0.375,0.0,0.0507418
0.2094595,0.0,0.029614
0.1081081,0.0,0.0007581
0.2027027,0.0,0.0038311
0.2398649,0.0,0.0165022
0.2094595,0.0,0.0012163
0.25,0.0,0.001343
0.0945946,0.0,0.0074857
0.4358108,0.0,0.0283278
0.152027,0.0,0.1480691
0.2567568,0.0,0.0049424
0.3513514,0.0,0.0023046
0.4560811,0.0,9.66e-05
0.1283784,0.0,0.0211122
0.2702703,0.0,0.0110927
0.1216216,0.0,0.0043164
0.1824324,0.0,0.0066797
0.2871622,0.0,0.0001641
0.1587838,0.0,0.0164951
0.0675676,0.0,0.0051055
0.2297297,0.0,0.0062762
0.1317568,0.0,0.0205134
0.2702703,0.0,0.0038216
0.3648649,0.0,0.0074251
0.2398649,0.0,0.1514152
0.2297297,0.0,0.0235077
0.1283784,0.0,0.0192138
0.0844595,0.0,0.0038218
0.1418919,0.0,0.0043864
0.4155405,0.2,0.0020354
0.1114865,0.2,0.0122824
0.1959459,0.0,0.010147
0.3108108,0.0,0.0018307
0.3310811,0.0,0.0069216
0.2432432,0.0,0.0040781
0.1858108,0.0,0.0049419
0.2398649,0.0,0.0124958
0.4290541,0.2,0.0438351
0.0608108,0.0,0.002108
0.2601351,0.0,0.0074208
0.1587838,0.0,0.0034426
0.2668919,0.0,0.0279307
0.2297297,0.0,0.000128
0.2094595,0.0,0.004807
0.2972973,0.0,0.0018586
0.2297297,0.2,0.0296592
0.2635135,0.0,0.0054187
0.3378378,0.0,0.0031609
0.2263514,0.0,0.0003771
0.2398649,0.2,0.0061574
0.4527027,0.0,0.0016155
0.2837838,0.0,0.0102942
0.1351351,0.0,0.3144172
0.4290541,0.0,0.0264686
0.2364865,0.2,1.55e-05
0.3581081,0.0,0.0020316
0.1182432,0.0,0.0259842
0.4256757,0.2,0.1770076
0.4527027,0.2,0.082649
0.2263514,0.2,0.0231929
0.1554054,0.0,0.0054495
0.402027,0.0,0.0257832
0.1081081,0.0,0.0167823
0.3243243,0.2,0.0283442
0.1081081,0.0,0.0112851
0.1993243,0.0,0.0179527
0.0777027,0.0,1.31e-05
0.3716216,0.0,0.0002646
0.2466216,0.0,0.0129219
0.3412162,0.2,0.0096934
0.4594595,0.0,0.0484762
0.4628378,0.0,0.2813846
0.1993243,0.2,0.0016521
0.3885135,0.0,0.0082673
0.2060811,0.0,2.41e-05
0.3614865,0.2,0.0279638
0.4121622,0.0,0.0074242
0.2263514,0.2,0.026326
0.2027027,0.0,0.0027161
0.2094595,0.2,0.076873
